744,744
87939,86016
47655,45056
28019,24576
29842,28672
24105,20480
53248,4096
112994,8192
84247,64512
24033,20480
112994,8192
12456,12456
36864,4096
8192,4096
36864,4096
12456,12456
77824,4096
82752,4096
24115,8192
77824,4096
14808,12288
16812,16384
24115,8192
53248,4096
8192,4096
8192,4096
8192,4096
8192,4096
8192,4096
16001,12288
8192,4096
9834,8192
77824,4096
82752,4096
55507,4096
12463,12463
12268,8192
9834,8192
12268,8192
9834,8192
8192,4096
4096,4096
8192,4096
5806,3545
10203,8192
8192,4096
8411,8411
5806,3545
5806,3545
7391,4096
3928,3928
10062,4096
10062,4096
10062,4096
546103,8191
10008,8192
8411,8411
8411,8411
8411,8411
8411,8411
4096,4096
10162,4096
10062,4096
5912,5912
3928,3928
7343,4096
5806,3545
3275,3275
4095,4095
7276,3638
8571,8192
3840,3840
3840,3840
3396,3396
5911,5911
11673,8192
3649,3649
3649,3649
6354,6354
3396,3396
4147,4147
4123,4123
2995,2995
3275,3275
8192,4096
12456,12456
4254,4096
4147,4147
4123,4123
3679,3679
4254,4096
3090,3090
8029,7005
12636,4096
3638,3616
2995,2995
3583,3583
2017,2017
3679,3679
2995,2995
2995,2995
12076,4096
2145,2145
10062,4096
2306,2306
220871142,8192
2017,2017
1246,1246
1246,1246
3183,2159
5806,3545
2139,2139
6163,6163
3708,3708
2072,2072
2649,2649
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
1246,1246
1246,1246
1246,1246
1246,1246
2072,2072
1814,1814
2145,2145
2067,2067
3443,1024
1246,1246
1246,1246
1246,1246
1246,1246
1246,1246
2290,2290
3443,1024
1191,1191
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
832,832
